Object_id,Stage,Gripper,x,y,z,Roll,Pitch,Yaw
Ref_Xform_01,pre-grasp,open,0.6212615966796875,0.19840605556964874,1.0913456249237061,-1.5707954749761794,-0.0012397164419720025,0.5342922018947723
Ref_Xform_02,pre-grasp,open,0.8239269852638245,0.3454253673553467,1.090839343070984,0.9472936672318948,-1.5705735861503278,-0.457854124837346
Ref_Xform_03,pre-grasp,open,0.8098782300949097,0.21245892345905304,1.1019653844833375,1.5690421477381253,1.4771183753727581,0.22084182358247784
Ref_Xform_04,pre-grasp,open,0.7059363126754761,0.28295987844467163,1.095381932258606,-0.0567887963068727,-0.1146269403365191,0.35170335572645633
